id,buying,maint,doors,persons,lugboot,safety,label
669,high,med,2,more,small,high,negative
670,high,med,2,more,med,low,negative
671,high,med,2,more,med,med,negative
672,high,med,2,more,med,high,positive
673,high,med,2,more,big,low,negative
674,high,med,2,more,big,med,positive
675,high,med,2,more,big,high,positive
676,high,med,3,2,small,low,negative
677,high,med,3,2,small,med,negative
678,high,med,3,2,small,high,negative
679,high,med,3,2,med,low,negative
680,high,med,3,2,med,med,negative
681,high,med,3,2,med,high,negative
682,high,med,3,2,big,low,negative
683,high,med,3,2,big,med,negative
684,high,med,3,2,big,high,negative
685,high,med,3,4,small,low,negative
686,high,med,3,4,small,med,negative
687,high,med,3,4,small,high,positive
688,high,med,3,4,med,low,negative
689,high,med,3,4,med,med,negative
690,high,med,3,4,med,high,positive
691,high,med,3,4,big,low,negative
692,high,med,3,4,big,med,positive
693,high,med,3,4,big,high,positive
694,high,med,3,more,small,low,negative
695,high,med,3,more,small,med,negative
696,high,med,3,more,small,high,positive
697,high,med,3,more,med,low,negative
698,high,med,3,more,med,med,positive
699,high,med,3,more,med,high,positive
700,high,med,3,more,big,low,negative
701,high,med,3,more,big,med,positive
702,high,med,3,more,big,high,positive
703,high,med,4,2,small,low,negative
704,high,med,4,2,small,med,negative
705,high,med,4,2,small,high,negative
706,high,med,4,2,med,low,negative
707,high,med,4,2,med,med,negative
708,high,med,4,2,med,high,negative
709,high,med,4,2,big,low,negative
710,high,med,4,2,big,med,negative
711,high,med,4,2,big,high,negative
712,high,med,4,4,small,low,negative
713,high,med,4,4,small,med,negative
714,high,med,4,4,small,high,positive
715,high,med,4,4,med,low,negative
716,high,med,4,4,med,med,positive
717,high,med,4,4,med,high,positive
718,high,med,4,4,big,low,negative
719,high,med,4,4,big,med,positive
720,high,med,4,4,big,high,positive
721,high,med,4,more,small,low,negative
722,high,med,4,more,small,med,negative
723,high,med,4,more,small,high,positive
724,high,med,4,more,med,low,negative
725,high,med,4,more,med,med,positive
726,high,med,4,more,med,high,positive
727,high,med,4,more,big,low,negative
728,high,med,4,more,big,med,positive
729,high,med,4,more,big,high,positive
730,high,med,morethanfive,2,small,low,negative
731,high,med,morethanfive,2,small,med,negative
732,high,med,morethanfive,2,small,high,negative
733,high,med,morethanfive,2,med,low,negative
734,high,med,morethanfive,2,med,med,negative
735,high,med,morethanfive,2,med,high,negative
736,high,med,morethanfive,2,big,low,negative
737,high,med,morethanfive,2,big,med,negative
738,high,med,morethanfive,2,big,high,negative
739,high,med,morethanfive,4,small,low,negative
740,high,med,morethanfive,4,small,med,negative
741,high,med,morethanfive,4,small,high,positive
742,high,med,morethanfive,4,med,low,negative
743,high,med,morethanfive,4,med,med,positive
744,high,med,morethanfive,4,med,high,positive
745,high,med,morethanfive,4,big,low,negative
746,high,med,morethanfive,4,big,med,positive
747,high,med,morethanfive,4,big,high,positive
748,high,med,morethanfive,more,small,low,negative
749,high,med,morethanfive,more,small,med,negative
750,high,med,morethanfive,more,small,high,positive
751,high,med,morethanfive,more,med,low,negative
752,high,med,morethanfive,more,med,med,positive
753,high,med,morethanfive,more,med,high,positive
754,high,med,morethanfive,more,big,low,negative
755,high,med,morethanfive,more,big,med,positive
756,high,med,morethanfive,more,big,high,positive
757,high,low,2,2,small,low,negative
758,high,low,2,2,small,med,negative
759,high,low,2,2,small,high,negative
760,high,low,2,2,med,low,negative
761,high,low,2,2,med,med,negative
762,high,low,2,2,med,high,negative
763,high,low,2,2,big,low,negative
764,high,low,2,2,big,med,negative
765,high,low,2,2,big,high,negative
766,high,low,2,4,small,low,negative
767,high,low,2,4,small,med,negative
768,high,low,2,4,small,high,positive
769,high,low,2,4,med,low,negative
770,high,low,2,4,med,med,negative
771,high,low,2,4,med,high,positive
772,high,low,2,4,big,low,negative
773,high,low,2,4,big,med,positive
774,high,low,2,4,big,high,positive
775,high,low,2,more,small,low,negative
776,high,low,2,more,small,med,negative
777,high,low,2,more,small,high,negative
778,high,low,2,more,med,low,negative
779,high,low,2,more,med,med,negative
780,high,low,2,more,med,high,positive
781,high,low,2,more,big,low,negative
782,high,low,2,more,big,med,positive
783,high,low,2,more,big,high,positive
784,high,low,3,2,small,low,negative
785,high,low,3,2,small,med,negative
786,high,low,3,2,small,high,negative
787,high,low,3,2,med,low,negative
788,high,low,3,2,med,med,negative
789,high,low,3,2,med,high,negative
790,high,low,3,2,big,low,negative
791,high,low,3,2,big,med,negative
792,high,low,3,2,big,high,negative
793,high,low,3,4,small,low,negative
794,high,low,3,4,small,med,negative
795,high,low,3,4,small,high,positive
796,high,low,3,4,med,low,negative
797,high,low,3,4,med,med,negative
798,high,low,3,4,med,high,positive
799,high,low,3,4,big,low,negative
800,high,low,3,4,big,med,positive
801,high,low,3,4,big,high,positive
802,high,low,3,more,small,low,negative
803,high,low,3,more,small,med,negative
804,high,low,3,more,small,high,positive
805,high,low,3,more,med,low,negative
806,high,low,3,more,med,med,positive
807,high,low,3,more,med,high,positive
808,high,low,3,more,big,low,negative
809,high,low,3,more,big,med,positive
810,high,low,3,more,big,high,positive
811,high,low,4,2,small,low,negative
812,high,low,4,2,small,med,negative
813,high,low,4,2,small,high,negative
814,high,low,4,2,med,low,negative
815,high,low,4,2,med,med,negative
816,high,low,4,2,med,high,negative
817,high,low,4,2,big,low,negative
818,high,low,4,2,big,med,negative
819,high,low,4,2,big,high,negative
820,high,low,4,4,small,low,negative
821,high,low,4,4,small,med,negative
822,high,low,4,4,small,high,positive
823,high,low,4,4,med,low,negative
824,high,low,4,4,med,med,positive
825,high,low,4,4,med,high,positive
826,high,low,4,4,big,low,negative
827,high,low,4,4,big,med,positive
828,high,low,4,4,big,high,positive
829,high,low,4,more,small,low,negative
830,high,low,4,more,small,med,negative
831,high,low,4,more,small,high,positive
832,high,low,4,more,med,low,negative
833,high,low,4,more,med,med,positive
834,high,low,4,more,med,high,positive
835,high,low,4,more,big,low,negative
836,high,low,4,more,big,med,positive
837,high,low,4,more,big,high,positive
838,high,low,morethanfive,2,small,low,negative
839,high,low,morethanfive,2,small,med,negative
840,high,low,morethanfive,2,small,high,negative
841,high,low,morethanfive,2,med,low,negative
842,high,low,morethanfive,2,med,med,negative
843,high,low,morethanfive,2,med,high,negative
844,high,low,morethanfive,2,big,low,negative
845,high,low,morethanfive,2,big,med,negative
846,high,low,morethanfive,2,big,high,negative
847,high,low,morethanfive,4,small,low,negative
848,high,low,morethanfive,4,small,med,negative
849,high,low,morethanfive,4,small,high,positive
850,high,low,morethanfive,4,med,low,negative
851,high,low,morethanfive,4,med,med,positive
852,high,low,morethanfive,4,med,high,positive
853,high,low,morethanfive,4,big,low,negative
854,high,low,morethanfive,4,big,med,positive
855,high,low,morethanfive,4,big,high,positive
856,high,low,morethanfive,more,small,low,negative
857,high,low,morethanfive,more,small,med,negative
858,high,low,morethanfive,more,small,high,positive
859,high,low,morethanfive,more,med,low,negative
860,high,low,morethanfive,more,med,med,positive
861,high,low,morethanfive,more,med,high,positive
862,high,low,morethanfive,more,big,low,negative
863,high,low,morethanfive,more,big,med,positive
864,high,low,morethanfive,more,big,high,positive
865,med,vhigh,2,2,small,low,negative
866,med,vhigh,2,2,small,med,negative
867,med,vhigh,2,2,small,high,negative
868,med,vhigh,2,2,med,low,negative
869,med,vhigh,2,2,med,med,negative
870,med,vhigh,2,2,med,high,negative
871,med,vhigh,2,2,big,low,negative
872,med,vhigh,2,2,big,med,negative
873,med,vhigh,2,2,big,high,negative
874,med,vhigh,2,4,small,low,negative
875,med,vhigh,2,4,small,med,negative
876,med,vhigh,2,4,small,high,positive
877,med,vhigh,2,4,med,low,negative
878,med,vhigh,2,4,med,med,negative
879,med,vhigh,2,4,med,high,positive
880,med,vhigh,2,4,big,low,negative
881,med,vhigh,2,4,big,med,positive
882,med,vhigh,2,4,big,high,positive
883,med,vhigh,2,more,small,low,negative
884,med,vhigh,2,more,small,med,negative
885,med,vhigh,2,more,small,high,negative
886,med,vhigh,2,more,med,low,negative
887,med,vhigh,2,more,med,med,negative
888,med,vhigh,2,more,med,high,positive
889,med,vhigh,2,more,big,low,negative
890,med,vhigh,2,more,big,med,positive
891,med,vhigh,2,more,big,high,positive
892,med,vhigh,3,2,small,low,negative
893,med,vhigh,3,2,small,med,negative
894,med,vhigh,3,2,small,high,negative
895,med,vhigh,3,2,med,low,negative
896,med,vhigh,3,2,med,med,negative
897,med,vhigh,3,2,med,high,negative
898,med,vhigh,3,2,big,low,negative
899,med,vhigh,3,2,big,med,negative
900,med,vhigh,3,2,big,high,negative
901,med,vhigh,3,4,small,low,negative
902,med,vhigh,3,4,small,med,negative
903,med,vhigh,3,4,small,high,positive
904,med,vhigh,3,4,med,low,negative
905,med,vhigh,3,4,med,med,negative
906,med,vhigh,3,4,med,high,positive
907,med,vhigh,3,4,big,low,negative
908,med,vhigh,3,4,big,med,positive
909,med,vhigh,3,4,big,high,positive
910,med,vhigh,3,more,small,low,negative
911,med,vhigh,3,more,small,med,negative
912,med,vhigh,3,more,small,high,positive
913,med,vhigh,3,more,med,low,negative
914,med,vhigh,3,more,med,med,positive
915,med,vhigh,3,more,med,high,positive
916,med,vhigh,3,more,big,low,negative
917,med,vhigh,3,more,big,med,positive
918,med,vhigh,3,more,big,high,positive
919,med,vhigh,4,2,small,low,negative
920,med,vhigh,4,2,small,med,negative
921,med,vhigh,4,2,small,high,negative
922,med,vhigh,4,2,med,low,negative
923,med,vhigh,4,2,med,med,negative
924,med,vhigh,4,2,med,high,negative
925,med,vhigh,4,2,big,low,negative
926,med,vhigh,4,2,big,med,negative
927,med,vhigh,4,2,big,high,negative
928,med,vhigh,4,4,small,low,negative
929,med,vhigh,4,4,small,med,negative
930,med,vhigh,4,4,small,high,positive
931,med,vhigh,4,4,med,low,negative
932,med,vhigh,4,4,med,med,positive
933,med,vhigh,4,4,med,high,positive
934,med,vhigh,4,4,big,low,negative
935,med,vhigh,4,4,big,med,positive
936,med,vhigh,4,4,big,high,positive
937,med,vhigh,4,more,small,low,negative
938,med,vhigh,4,more,small,med,negative
939,med,vhigh,4,more,small,high,positive
940,med,vhigh,4,more,med,low,negative
941,med,vhigh,4,more,med,med,positive
942,med,vhigh,4,more,med,high,positive
943,med,vhigh,4,more,big,low,negative
944,med,vhigh,4,more,big,med,positive
945,med,vhigh,4,more,big,high,positive
946,med,vhigh,morethanfive,2,small,low,negative
947,med,vhigh,morethanfive,2,small,med,negative
948,med,vhigh,morethanfive,2,small,high,negative
949,med,vhigh,morethanfive,2,med,low,negative
950,med,vhigh,morethanfive,2,med,med,negative
951,med,vhigh,morethanfive,2,med,high,negative
952,med,vhigh,morethanfive,2,big,low,negative
953,med,vhigh,morethanfive,2,big,med,negative
954,med,vhigh,morethanfive,2,big,high,negative
955,med,vhigh,morethanfive,4,small,low,negative
956,med,vhigh,morethanfive,4,small,med,negative
957,med,vhigh,morethanfive,4,small,high,positive
958,med,vhigh,morethanfive,4,med,low,negative
959,med,vhigh,morethanfive,4,med,med,positive
960,med,vhigh,morethanfive,4,med,high,positive
961,med,vhigh,morethanfive,4,big,low,negative
962,med,vhigh,morethanfive,4,big,med,positive
963,med,vhigh,morethanfive,4,big,high,positive
964,med,vhigh,morethanfive,more,small,low,negative
965,med,vhigh,morethanfive,more,small,med,negative
966,med,vhigh,morethanfive,more,small,high,positive
967,med,vhigh,morethanfive,more,med,low,negative
968,med,vhigh,morethanfive,more,med,med,positive
969,med,vhigh,morethanfive,more,med,high,positive
970,med,vhigh,morethanfive,more,big,low,negative
971,med,vhigh,morethanfive,more,big,med,positive
972,med,vhigh,morethanfive,more,big,high,positive
973,med,high,2,2,small,low,negative
974,med,high,2,2,small,med,negative
975,med,high,2,2,small,high,negative
976,med,high,2,2,med,low,negative
977,med,high,2,2,med,med,negative
978,med,high,2,2,med,high,negative
979,med,high,2,2,big,low,negative
980,med,high,2,2,big,med,negative
981,med,high,2,2,big,high,negative
982,med,high,2,4,small,low,negative
983,med,high,2,4,small,med,negative
984,med,high,2,4,small,high,positive
985,med,high,2,4,med,low,negative
986,med,high,2,4,med,med,negative
987,med,high,2,4,med,high,positive
988,med,high,2,4,big,low,negative
989,med,high,2,4,big,med,positive
990,med,high,2,4,big,high,positive
991,med,high,2,more,small,low,negative
992,med,high,2,more,small,med,negative
993,med,high,2,more,small,high,negative
994,med,high,2,more,med,low,negative
995,med,high,2,more,med,med,negative
996,med,high,2,more,med,high,positive
997,med,high,2,more,big,low,negative
998,med,high,2,more,big,med,positive
999,med,high,2,more,big,high,positive
1000,med,high,3,2,small,low,negative
1001,med,high,3,2,small,med,negative
1002,med,high,3,2,small,high,negative
1003,med,high,3,2,med,low,negative
1004,med,high,3,2,med,med,negative
1005,med,high,3,2,med,high,negative
1006,med,high,3,2,big,low,negative
1007,med,high,3,2,big,med,negative
1008,med,high,3,2,big,high,negative
1009,med,high,3,4,small,low,negative
1010,med,high,3,4,small,med,negative
1011,med,high,3,4,small,high,positive
1012,med,high,3,4,med,low,negative
1013,med,high,3,4,med,med,negative
1014,med,high,3,4,med,high,positive
1015,med,high,3,4,big,low,negative
1016,med,high,3,4,big,med,positive
1017,med,high,3,4,big,high,positive
1018,med,high,3,more,small,low,negative
1019,med,high,3,more,small,med,negative
1020,med,high,3,more,small,high,positive
1021,med,high,3,more,med,low,negative
1022,med,high,3,more,med,med,positive
1023,med,high,3,more,med,high,positive
1024,med,high,3,more,big,low,negative
1025,med,high,3,more,big,med,positive
1026,med,high,3,more,big,high,positive
1027,med,high,4,2,small,low,negative
1028,med,high,4,2,small,med,negative
1029,med,high,4,2,small,high,negative
1030,med,high,4,2,med,low,negative
1031,med,high,4,2,med,med,negative
1032,med,high,4,2,med,high,negative
1033,med,high,4,2,big,low,negative
1034,med,high,4,2,big,med,negative
1035,med,high,4,2,big,high,negative
1036,med,high,4,4,small,low,negative
1037,med,high,4,4,small,med,negative
1038,med,high,4,4,small,high,positive
1039,med,high,4,4,med,low,negative
1040,med,high,4,4,med,med,positive
1041,med,high,4,4,med,high,positive
1042,med,high,4,4,big,low,negative
1043,med,high,4,4,big,med,positive
1044,med,high,4,4,big,high,positive
1045,med,high,4,more,small,low,negative
1046,med,high,4,more,small,med,negative
1047,med,high,4,more,small,high,positive
1048,med,high,4,more,med,low,negative
1049,med,high,4,more,med,med,positive
1050,med,high,4,more,med,high,positive
1051,med,high,4,more,big,low,negative
1052,med,high,4,more,big,med,positive
1053,med,high,4,more,big,high,positive
1054,med,high,morethanfive,2,small,low,negative
1055,med,high,morethanfive,2,small,med,negative
1056,med,high,morethanfive,2,small,high,negative
1057,med,high,morethanfive,2,med,low,negative
1058,med,high,morethanfive,2,med,med,negative
1059,med,high,morethanfive,2,med,high,negative
1060,med,high,morethanfive,2,big,low,negative
1061,med,high,morethanfive,2,big,med,negative
1062,med,high,morethanfive,2,big,high,negative
1063,med,high,morethanfive,4,small,low,negative
1064,med,high,morethanfive,4,small,med,negative
1065,med,high,morethanfive,4,small,high,positive
1066,med,high,morethanfive,4,med,low,negative
1067,med,high,morethanfive,4,med,med,positive
1068,med,high,morethanfive,4,med,high,positive
1069,med,high,morethanfive,4,big,low,negative
1070,med,high,morethanfive,4,big,med,positive
1071,med,high,morethanfive,4,big,high,positive
1072,med,high,morethanfive,more,small,low,negative
1073,med,high,morethanfive,more,small,med,negative
1074,med,high,morethanfive,more,small,high,positive
1075,med,high,morethanfive,more,med,low,negative
1076,med,high,morethanfive,more,med,med,positive
1077,med,high,morethanfive,more,med,high,positive
1078,med,high,morethanfive,more,big,low,negative
1079,med,high,morethanfive,more,big,med,positive
1080,med,high,morethanfive,more,big,high,positive
1081,med,med,2,2,small,low,negative
1082,med,med,2,2,small,med,negative
1083,med,med,2,2,small,high,negative
1084,med,med,2,2,med,low,negative
1085,med,med,2,2,med,med,negative
1086,med,med,2,2,med,high,negative
1087,med,med,2,2,big,low,negative
1088,med,med,2,2,big,med,negative
1089,med,med,2,2,big,high,negative
1090,med,med,2,4,small,low,negative
1091,med,med,2,4,small,med,positive
1092,med,med,2,4,small,high,positive
1093,med,med,2,4,med,low,negative
1094,med,med,2,4,med,med,positive
1095,med,med,2,4,med,high,positive
1096,med,med,2,4,big,low,negative
1097,med,med,2,4,big,med,positive
1098,med,med,2,4,big,high,positive
1099,med,med,2,more,small,low,negative
1100,med,med,2,more,small,med,negative
1101,med,med,2,more,small,high,negative
1102,med,med,2,more,med,low,negative
1103,med,med,2,more,med,med,positive
1104,med,med,2,more,med,high,positive
1105,med,med,2,more,big,low,negative
1106,med,med,2,more,big,med,positive
1107,med,med,2,more,big,high,positive
1108,med,med,3,2,small,low,negative
1109,med,med,3,2,small,med,negative
1110,med,med,3,2,small,high,negative
1111,med,med,3,2,med,low,negative
1112,med,med,3,2,med,med,negative
1113,med,med,3,2,med,high,negative
1114,med,med,3,2,big,low,negative
1115,med,med,3,2,big,med,negative
1116,med,med,3,2,big,high,negative
1117,med,med,3,4,small,low,negative
1118,med,med,3,4,small,med,positive
1119,med,med,3,4,small,high,positive
1120,med,med,3,4,med,low,negative
1121,med,med,3,4,med,med,positive
1122,med,med,3,4,med,high,positive
1123,med,med,3,4,big,low,negative
1124,med,med,3,4,big,med,positive
1125,med,med,3,4,big,high,positive
1126,med,med,3,more,small,low,negative
1127,med,med,3,more,small,med,positive
1128,med,med,3,more,small,high,positive
1129,med,med,3,more,med,low,negative
1130,med,med,3,more,med,med,positive
1131,med,med,3,more,med,high,positive
1132,med,med,3,more,big,low,negative
1133,med,med,3,more,big,med,positive
1134,med,med,3,more,big,high,positive
1135,med,med,4,2,small,low,negative
1136,med,med,4,2,small,med,negative
1137,med,med,4,2,small,high,negative
1138,med,med,4,2,med,low,negative
1139,med,med,4,2,med,med,negative
1140,med,med,4,2,med,high,negative
1141,med,med,4,2,big,low,negative
1142,med,med,4,2,big,med,negative
1143,med,med,4,2,big,high,negative
1144,med,med,4,4,small,low,negative
1145,med,med,4,4,small,med,positive
1146,med,med,4,4,small,high,positive
1147,med,med,4,4,med,low,negative
1148,med,med,4,4,med,med,positive
1149,med,med,4,4,med,high,positive
1150,med,med,4,4,big,low,negative
1151,med,med,4,4,big,med,positive
1152,med,med,4,4,big,high,positive
1153,med,med,4,more,small,low,negative
1154,med,med,4,more,small,med,positive
1155,med,med,4,more,small,high,positive
1156,med,med,4,more,med,low,negative
1157,med,med,4,more,med,med,positive
1158,med,med,4,more,med,high,positive
1159,med,med,4,more,big,low,negative
1160,med,med,4,more,big,med,positive
1161,med,med,4,more,big,high,positive
1162,med,med,morethanfive,2,small,low,negative
1163,med,med,morethanfive,2,small,med,negative
1164,med,med,morethanfive,2,small,high,negative
1165,med,med,morethanfive,2,med,low,negative
1166,med,med,morethanfive,2,med,med,negative
1167,med,med,morethanfive,2,med,high,negative
1168,med,med,morethanfive,2,big,low,negative
1169,med,med,morethanfive,2,big,med,negative
1170,med,med,morethanfive,2,big,high,negative
1171,med,med,morethanfive,4,small,low,negative
1172,med,med,morethanfive,4,small,med,positive
1173,med,med,morethanfive,4,small,high,positive
1174,med,med,morethanfive,4,med,low,negative
1175,med,med,morethanfive,4,med,med,positive
1176,med,med,morethanfive,4,med,high,positive
1177,med,med,morethanfive,4,big,low,negative
1178,med,med,morethanfive,4,big,med,positive
1179,med,med,morethanfive,4,big,high,positive
1180,med,med,morethanfive,more,small,low,negative
1181,med,med,morethanfive,more,small,med,positive
1182,med,med,morethanfive,more,small,high,positive
1183,med,med,morethanfive,more,med,low,negative
1184,med,med,morethanfive,more,med,med,positive
1185,med,med,morethanfive,more,med,high,positive
1186,med,med,morethanfive,more,big,low,negative
1187,med,med,morethanfive,more,big,med,positive
1188,med,med,morethanfive,more,big,high,positive
1189,med,low,2,2,small,low,negative
1190,med,low,2,2,small,med,negative
1191,med,low,2,2,small,high,negative
1192,med,low,2,2,med,low,negative
1193,med,low,2,2,med,med,negative
1194,med,low,2,2,med,high,negative
1195,med,low,2,2,big,low,negative
1196,med,low,2,2,big,med,negative
1197,med,low,2,2,big,high,negative
1198,med,low,2,4,small,low,negative
1199,med,low,2,4,small,med,positive
1200,med,low,2,4,small,high,positive
1201,med,low,2,4,med,low,negative
1202,med,low,2,4,med,med,positive
1203,med,low,2,4,med,high,positive
1204,med,low,2,4,big,low,negative
1205,med,low,2,4,big,med,positive
1206,med,low,2,4,big,high,positive
1207,med,low,2,more,small,low,negative
1208,med,low,2,more,small,med,negative
1209,med,low,2,more,small,high,negative
1210,med,low,2,more,med,low,negative
1211,med,low,2,more,med,med,positive
1212,med,low,2,more,med,high,positive
1213,med,low,2,more,big,low,negative
1214,med,low,2,more,big,med,positive
1215,med,low,2,more,big,high,positive
1216,med,low,3,2,small,low,negative
1217,med,low,3,2,small,med,negative
1218,med,low,3,2,small,high,negative
1219,med,low,3,2,med,low,negative
1220,med,low,3,2,med,med,negative
1221,med,low,3,2,med,high,negative
1222,med,low,3,2,big,low,negative
1223,med,low,3,2,big,med,negative
1224,med,low,3,2,big,high,negative
1225,med,low,3,4,small,low,negative
1226,med,low,3,4,small,med,positive
1227,med,low,3,4,small,high,positive
1228,med,low,3,4,med,low,negative
1229,med,low,3,4,med,med,positive
1230,med,low,3,4,med,high,positive
1231,med,low,3,4,big,low,negative
1232,med,low,3,4,big,med,positive
1233,med,low,3,4,big,high,positive
1234,med,low,3,more,small,low,negative
1235,med,low,3,more,small,med,positive
1236,med,low,3,more,small,high,positive
1237,med,low,3,more,med,low,negative
1238,med,low,3,more,med,med,positive
1239,med,low,3,more,med,high,positive
1240,med,low,3,more,big,low,negative
1241,med,low,3,more,big,med,positive
1242,med,low,3,more,big,high,positive
1243,med,low,4,2,small,low,negative
1244,med,low,4,2,small,med,negative
1245,med,low,4,2,small,high,negative
1246,med,low,4,2,med,low,negative
1247,med,low,4,2,med,med,negative
1248,med,low,4,2,med,high,negative
1249,med,low,4,2,big,low,negative
1250,med,low,4,2,big,med,negative
1251,med,low,4,2,big,high,negative
1252,med,low,4,4,small,low,negative
1253,med,low,4,4,small,med,positive
1254,med,low,4,4,small,high,positive
1255,med,low,4,4,med,low,negative
1256,med,low,4,4,med,med,positive
1257,med,low,4,4,med,high,positive
1258,med,low,4,4,big,low,negative
1259,med,low,4,4,big,med,positive
1260,med,low,4,4,big,high,positive
1261,med,low,4,more,small,low,negative
1262,med,low,4,more,small,med,positive
1263,med,low,4,more,small,high,positive
1264,med,low,4,more,med,low,negative
1265,med,low,4,more,med,med,positive
1266,med,low,4,more,med,high,positive
1267,med,low,4,more,big,low,negative
1268,med,low,4,more,big,med,positive
1269,med,low,4,more,big,high,positive
1270,med,low,morethanfive,2,small,low,negative
1271,med,low,morethanfive,2,small,med,negative
1272,med,low,morethanfive,2,small,high,negative
1273,med,low,morethanfive,2,med,low,negative
1274,med,low,morethanfive,2,med,med,negative
1275,med,low,morethanfive,2,med,high,negative
1276,med,low,morethanfive,2,big,low,negative
1277,med,low,morethanfive,2,big,med,negative
1278,med,low,morethanfive,2,big,high,negative
1279,med,low,morethanfive,4,small,low,negative
1280,med,low,morethanfive,4,small,med,positive
1281,med,low,morethanfive,4,small,high,positive
1282,med,low,morethanfive,4,med,low,negative
1283,med,low,morethanfive,4,med,med,positive
1284,med,low,morethanfive,4,med,high,positive
1285,med,low,morethanfive,4,big,low,negative
1286,med,low,morethanfive,4,big,med,positive
1287,med,low,morethanfive,4,big,high,positive
1288,med,low,morethanfive,more,small,low,negative
1289,med,low,morethanfive,more,small,med,positive
1290,med,low,morethanfive,more,small,high,positive
1291,med,low,morethanfive,more,med,low,negative
1292,med,low,morethanfive,more,med,med,positive
1293,med,low,morethanfive,more,med,high,positive
1294,med,low,morethanfive,more,big,low,negative
1295,med,low,morethanfive,more,big,med,positive
1296,med,low,morethanfive,more,big,high,positive
1297,low,vhigh,2,2,small,low,negative
1298,low,vhigh,2,2,small,med,negative
1299,low,vhigh,2,2,small,high,negative
1300,low,vhigh,2,2,med,low,negative
1301,low,vhigh,2,2,med,med,negative
1302,low,vhigh,2,2,med,high,negative
1303,low,vhigh,2,2,big,low,negative
1304,low,vhigh,2,2,big,med,negative
1305,low,vhigh,2,2,big,high,negative
1306,low,vhigh,2,4,small,low,negative
1307,low,vhigh,2,4,small,med,negative
1308,low,vhigh,2,4,small,high,positive
1309,low,vhigh,2,4,med,low,negative
1310,low,vhigh,2,4,med,med,negative
1311,low,vhigh,2,4,med,high,positive
1312,low,vhigh,2,4,big,low,negative
1313,low,vhigh,2,4,big,med,positive
1314,low,vhigh,2,4,big,high,positive
1315,low,vhigh,2,more,small,low,negative
1316,low,vhigh,2,more,small,med,negative
1317,low,vhigh,2,more,small,high,negative
1318,low,vhigh,2,more,med,low,negative
1319,low,vhigh,2,more,med,med,negative
1320,low,vhigh,2,more,med,high,positive
1321,low,vhigh,2,more,big,low,negative
1322,low,vhigh,2,more,big,med,positive
1323,low,vhigh,2,more,big,high,positive
1324,low,vhigh,3,2,small,low,negative
1325,low,vhigh,3,2,small,med,negative
1326,low,vhigh,3,2,small,high,negative
1327,low,vhigh,3,2,med,low,negative
1328,low,vhigh,3,2,med,med,negative
1329,low,vhigh,3,2,med,high,negative
1330,low,vhigh,3,2,big,low,negative
1331,low,vhigh,3,2,big,med,negative
1332,low,vhigh,3,2,big,high,negative
1333,low,vhigh,3,4,small,low,negative
1334,low,vhigh,3,4,small,med,negative
1335,low,vhigh,3,4,small,high,positive
1336,low,vhigh,3,4,med,low,negative
1337,low,vhigh,3,4,med,med,negative
1338,low,vhigh,3,4,med,high,positive
1339,low,vhigh,3,4,big,low,negative
1340,low,vhigh,3,4,big,med,positive
1341,low,vhigh,3,4,big,high,positive
1342,low,vhigh,3,more,small,low,negative
1343,low,vhigh,3,more,small,med,negative
1344,low,vhigh,3,more,small,high,positive
1345,low,vhigh,3,more,med,low,negative
1346,low,vhigh,3,more,med,med,positive
1347,low,vhigh,3,more,med,high,positive
1348,low,vhigh,3,more,big,low,negative
1349,low,vhigh,3,more,big,med,positive
1350,low,vhigh,3,more,big,high,positive
1351,low,vhigh,4,2,small,low,negative
1352,low,vhigh,4,2,small,med,negative
1353,low,vhigh,4,2,small,high,negative
1354,low,vhigh,4,2,med,low,negative
1355,low,vhigh,4,2,med,med,negative
1356,low,vhigh,4,2,med,high,negative
1357,low,vhigh,4,2,big,low,negative
1358,low,vhigh,4,2,big,med,negative
1359,low,vhigh,4,2,big,high,negative
1360,low,vhigh,4,4,small,low,negative
1361,low,vhigh,4,4,small,med,negative
1362,low,vhigh,4,4,small,high,positive
1363,low,vhigh,4,4,med,low,negative
1364,low,vhigh,4,4,med,med,positive
1365,low,vhigh,4,4,med,high,positive
1366,low,vhigh,4,4,big,low,negative
1367,low,vhigh,4,4,big,med,positive
1368,low,vhigh,4,4,big,high,positive
1369,low,vhigh,4,more,small,low,negative
1370,low,vhigh,4,more,small,med,negative
1371,low,vhigh,4,more,small,high,positive
1372,low,vhigh,4,more,med,low,negative
1373,low,vhigh,4,more,med,med,positive
1374,low,vhigh,4,more,med,high,positive
1375,low,vhigh,4,more,big,low,negative
1376,low,vhigh,4,more,big,med,positive
1377,low,vhigh,4,more,big,high,positive
1378,low,vhigh,morethanfive,2,small,low,negative
1379,low,vhigh,morethanfive,2,small,med,negative
1380,low,vhigh,morethanfive,2,small,high,negative
1381,low,vhigh,morethanfive,2,med,low,negative
1382,low,vhigh,morethanfive,2,med,med,negative
1383,low,vhigh,morethanfive,2,med,high,negative
1384,low,vhigh,morethanfive,2,big,low,negative
1385,low,vhigh,morethanfive,2,big,med,negative
1386,low,vhigh,morethanfive,2,big,high,negative
1387,low,vhigh,morethanfive,4,small,low,negative
1388,low,vhigh,morethanfive,4,small,med,negative
1389,low,vhigh,morethanfive,4,small,high,positive
1390,low,vhigh,morethanfive,4,med,low,negative
